month,mine_location,target_production,actual_production,equipment_available,equipment_utilization,downtime_hours,rainfall,temperature,soil_moisture,blast_count,blast_delay,mn_grade,ore_thickness,ore_depth,lithology
2022-06,MOIL-Mine-07,117773.0,80080.27,10,78.81,15.29,75.82,33.52,0.286,30,5.96,34.24,4.43,26.44,Manganese-bearing
2022-07,MOIL-Mine-07,115560.72,92447.52,12,78.48,18.02,18.36,27.59,0.24,23,3.88,33.58,5.71,25.45,Banded formation
2022-08,MOIL-Mine-07,120388.43,85236.81,10,87.96,20.78,72.76,27.19,0.317,20,4.73,32.25,4.92,29.15,Manganese-bearing
2022-09,MOIL-Mine-07,117287.67,70310.08,12,73.72,22.48,135.15,31.64,0.457,33,5.87,32.27,4.83,24.75,Banded formation
2022-10,MOIL-Mine-07,118101.94,107407.38,12,80.2,5.39,12.39,32.24,0.277,22,2.08,29.22,5.0,22.9,Manganese-bearing
2022-11,MOIL-Mine-07,120184.62,86125.5,12,80.08,26.73,22.01,24.7,0.249,26,2.67,33.05,4.88,30.71,Laterite
2022-12,MOIL-Mine-07,118735.49,97326.88,12,82.01,19.16,10.06,21.29,0.136,19,2.72,28.62,5.28,23.65,Manganese-bearing
2023-01,MOIL-Mine-07,121795.97,89810.3,11,84.87,24.05,60.0,21.83,0.277,30,4.39,32.37,5.05,26.49,Manganese-bearing
2023-02,MOIL-Mine-07,117728.21,91940.71,10,89.18,20.94,5.32,22.61,0.249,29,2.64,32.12,4.85,29.15,Laterite
2023-03,MOIL-Mine-07,114851.3,87630.05,12,75.87,11.67,58.61,27.77,0.274,19,3.67,31.71,4.84,27.55,Manganese-bearing
2023-04,MOIL-Mine-07,120805.06,95907.74,12,77.16,22.11,11.52,29.79,0.235,32,3.71,31.79,5.24,29.76,Manganese-bearing
2023-05,MOIL-Mine-07,118539.92,87200.84,13,71.05,16.81,55.18,38.38,0.209,23,3.45,31.73,5.66,33.28,Banded formation
2023-06,MOIL-Mine-07,116913.96,83968.41,12,82.81,28.33,21.73,30.61,0.216,23,4.59,30.05,5.2,24.36,Manganese-bearing
2023-07,MOIL-Mine-07,123063.87,88676.15,13,86.4,20.84,54.11,29.5,0.282,25,5.8,32.48,5.04,26.93,Manganese-bearing
2023-08,MOIL-Mine-07,116293.01,68630.74,11,71.1,26.38,82.68,23.89,0.364,28,6.0,32.38,4.62,27.19,Banded formation
2023-09,MOIL-Mine-07,121594.22,82352.56,14,76.8,28.57,52.9,29.17,0.292,27,3.79,31.07,4.4,31.28,Metamorphic
2023-10,MOIL-Mine-07,117648.74,103396.24,12,79.94,12.11,12.23,31.46,0.172,26,2.11,32.37,5.26,28.9,Banded formation
2023-11,MOIL-Mine-07,117553.55,89961.2,12,78.47,24.52,26.27,25.41,0.228,27,2.2,32.63,4.96,24.0,Metamorphic
2023-12,MOIL-Mine-07,116177.28,95684.27,12,83.14,16.68,5.74,24.37,0.204,23,2.13,31.78,4.89,31.85,Metamorphic
2024-01,MOIL-Mine-07,118724.61,85377.38,10,77.06,24.03,57.24,21.31,0.31,30,4.86,32.64,4.9,25.42,Manganese-bearing
2024-02,MOIL-Mine-07,125378.48,108252.54,10,79.02,12.03,27.56,23.4,0.249,25,2.62,36.15,4.33,23.33,Banded formation
2024-03,MOIL-Mine-07,119954.31,91194.16,14,84.63,28.71,16.35,26.4,0.238,28,3.14,32.95,5.59,28.88,Metamorphic
2024-04,MOIL-Mine-07,122999.49,92142.7,13,81.76,15.42,44.41,35.32,0.33,27,4.35,31.66,5.21,26.4,Metamorphic
2024-05,MOIL-Mine-07,121162.0,94277.95,11,76.3,18.09,26.47,33.89,0.273,23,3.85,31.92,5.28,28.72,Manganese-bearing
2024-06,MOIL-Mine-07,118310.55,87929.71,11,79.48,18.48,51.82,28.27,0.284,20,5.93,33.98,4.78,23.99,Manganese-bearing
2024-07,MOIL-Mine-07,120803.44,69103.08,10,69.11,22.52,131.17,24.73,0.425,28,7.27,31.09,5.01,32.57,Manganese-bearing
2024-08,MOIL-Mine-07,123997.56,84995.71,14,81.92,13.36,102.03,24.82,0.418,26,5.22,32.14,4.57,29.45,Manganese-bearing
2024-09,MOIL-Mine-07,118629.66,69311.58,13,74.43,30.5,124.99,31.32,0.383,26,6.28,31.38,5.23,25.14,Manganese-bearing
2024-10,MOIL-Mine-07,121383.78,101005.39,13,85.36,20.62,27.5,23.53,0.271,30,2.33,32.34,4.76,30.67,Manganese-bearing
2024-11,MOIL-Mine-07,119903.91,92501.29,12,79.08,18.42,10.12,25.1,0.197,26,3.59,31.13,5.76,32.45,Manganese-bearing
2024-12,MOIL-Mine-07,121308.46,80313.86,12,83.52,18.48,56.86,23.59,0.286,15,4.27,30.75,4.89,26.99,Laterite
2025-01,MOIL-Mine-07,119700.31,102502.95,14,83.72,17.76,26.61,21.05,0.206,30,2.55,32.54,5.22,29.74,Manganese-bearing
2025-02,MOIL-Mine-07,119876.23,93478.16,12,78.06,21.39,14.38,23.63,0.263,21,4.61,32.08,5.57,26.32,Manganese-bearing
2025-03,MOIL-Mine-07,124455.16,91446.13,13,85.77,14.51,18.1,25.49,0.18,33,3.15,29.12,4.85,27.1,Laterite
2025-04,MOIL-Mine-07,123112.35,95293.09,11,86.25,23.71,15.15,33.69,0.22,21,2.73,32.77,4.73,32.47,Metamorphic
2025-05,MOIL-Mine-07,119704.64,95373.85,12,86.6,18.14,10.21,32.82,0.214,25,3.8,32.34,4.49,27.03,Metamorphic
2025-06,MOIL-Mine-07,123561.12,72361.04,14,77.5,34.42,95.53,30.8,0.403,23,5.89,31.02,5.05,25.59,Manganese-bearing
2025-07,MOIL-Mine-07,120861.78,72418.63,11,73.58,39.81,76.96,33.51,0.321,31,5.74,35.53,5.16,28.67,Banded formation
2025-08,MOIL-Mine-07,121108.74,87522.04,14,80.37,15.81,75.95,29.33,0.277,21,5.04,31.52,5.29,27.55,Manganese-bearing
2025-09,MOIL-Mine-07,121671.91,83690.07,12,84.03,19.23,49.45,28.74,0.234,29,3.57,31.02,4.74,29.07,Laterite
2025-10,MOIL-Mine-07,122669.57,96754.12,13,81.28,13.34,42.8,30.01,0.238,24,5.27,32.06,5.01,25.41,Manganese-bearing
2025-11,MOIL-Mine-07,120453.09,101103.99,11,86.58,10.23,3.32,22.54,0.241,21,2.81,29.08,4.58,30.05,Manganese-bearing
2025-12,MOIL-Mine-07,126647.3,116997.8,11,82.21,5.06,4.93,20.64,0.17,32,1.85,30.45,5.56,29.93,Manganese-bearing
2021-01,MOIL-Mine-08,109648.29,84852.87,10,84.24,20.95,16.52,23.79,0.18,22,2.48,31.71,4.53,30.98,Metamorphic
2021-02,MOIL-Mine-08,113598.15,78094.67,11,84.04,26.7,18.23,26.61,0.232,31,3.73,29.78,3.87,31.23,Manganese-bearing
2021-03,MOIL-Mine-08,111970.79,85288.24,10,76.67,8.83,6.49,27.9,0.152,26,3.29,29.35,4.36,30.33,Banded formation
2021-04,MOIL-Mine-08,112305.98,84742.09,10,82.8,11.26,14.08,28.19,0.181,24,2.21,29.6,4.65,32.43,Banded formation
2021-05,MOIL-Mine-08,112102.62,84560.9,10,82.93,9.07,8.08,34.96,0.198,31,3.38,28.55,4.73,32.33,Metamorphic
2021-06,MOIL-Mine-08,112491.0,61991.09,10,73.05,18.47,96.03,28.68,0.393,23,6.23,27.26,4.42,34.87,Manganese-bearing
2021-07,MOIL-Mine-08,111133.54,71194.93,10,82.7,17.4,61.84,29.8,0.285,27,3.72,28.06,3.76,32.91,Banded formation
2021-08,MOIL-Mine-08,108144.09,67506.2,11,78.86,25.26,60.61,28.48,0.373,26,5.0,28.76,5.11,31.17,Manganese-bearing
2021-09,MOIL-Mine-08,114125.6,74372.79,12,76.66,26.84,48.56,28.07,0.235,24,4.15,30.23,4.34,33.61,Manganese-bearing
2021-10,MOIL-Mine-08,110345.82,76673.83,9,75.9,21.51,33.71,24.96,0.25,20,2.45,28.36,4.28,32.31,Manganese-bearing
2021-11,MOIL-Mine-08,108095.34,74584.5,10,82.87,27.76,10.57,25.29,0.217,31,3.17,28.94,3.83,34.82,Manganese-bearing
2021-12,MOIL-Mine-08,103815.71,76642.51,9,84.0,20.72,15.66,24.7,0.208,29,2.74,30.12,4.82,32.73,Banded formation
2022-01,MOIL-Mine-08,110447.78,77341.09,11,77.09,18.66,33.42,22.59,0.219,22,3.32,30.14,4.55,30.68,Metamorphic
2022-02,MOIL-Mine-08,111524.99,82909.94,10,84.41,10.17,17.59,23.21,0.201,34,4.48,32.57,3.97,35.78,Manganese-bearing
2022-03,MOIL-Mine-08,111018.48,77687.03,10,81.76,21.29,4.86,29.65,0.182,19,4.23,30.0,4.98,31.65,Metamorphic
2022-04,MOIL-Mine-08,114294.03,73121.78,11,76.96,24.49,24.35,30.04,0.24,24,3.79,27.44,3.82,29.24,Banded formation
2022-05,MOIL-Mine-08,115455.58,91119.03,11,86.8,25.27,6.59,32.41,0.126,19,2.9,30.14,5.03,29.35,Manganese-bearing
2022-06,MOIL-Mine-08,113254.02,81718.18,12,78.54,14.44,42.09,33.5,0.299,25,3.76,29.63,4.8,28.33,Metamorphic
2022-07,MOIL-Mine-08,111715.38,61443.46,11,66.63,22.69,133.77,29.82,0.426,27,6.09,29.11,5.11,30.96,Banded formation
2022-08,MOIL-Mine-08,112833.19,62058.25,9,68.61,28.62,128.08,24.65,0.46,22,7.5,31.12,4.02,31.42,Manganese-bearing
2022-09,MOIL-Mine-08,112300.3,81498.07,10,81.89,12.07,49.31,28.12,0.268,25,4.28,29.55,5.02,32.0,Manganese-bearing
2022-10,MOIL-Mine-08,113566.15,91395.15,11,83.55,10.6,5.9,26.07,0.246,29,3.33,29.89,4.72,33.5,Manganese-bearing
2022-11,MOIL-Mine-08,112899.09,89920.2,9,90.6,12.72,2.89,26.43,0.156,29,3.35,30.83,4.51,31.99,Banded formation
2022-12,MOIL-Mine-08,107327.07,73985.35,12,77.39,27.02,48.31,23.17,0.264,21,4.69,31.31,4.87,28.29,Manganese-bearing
2023-01,MOIL-Mine-08,116677.01,84245.97,10,82.17,19.72,33.54,19.34,0.275,21,4.21,33.56,5.17,32.78,Metamorphic
2023-02,MOIL-Mine-08,117144.13,80563.79,10,89.17,18.18,13.51,25.08,0.188,23,3.63,29.95,5.03,36.11,Laterite
2023-03,MOIL-Mine-08,118888.55,98755.35,12,80.75,14.98,5.83,30.33,0.192,24,2.56,31.46,4.53,33.5,Manganese-bearing
2023-04,MOIL-Mine-08,114758.78,80379.39,11,82.6,17.64,16.48,30.3,0.28,28,4.47,29.22,4.32,32.9,Manganese-bearing
2023-05,MOIL-Mine-08,111737.0,76668.87,12,79.3,17.69,29.09,34.03,0.243,29,3.87,29.17,3.86,34.76,Banded formation
2023-06,MOIL-Mine-08,116053.09,63829.2,10,75.54,23.57,102.81,32.6,0.374,22,6.37,31.02,5.11,34.28,Laterite
2023-07,MOIL-Mine-08,118163.57,64989.96,10,72.16,21.31,172.77,25.31,0.575,29,8.36,31.45,4.38,34.9,Manganese-bearing
2023-08,MOIL-Mine-08,114853.38,67302.0,11,79.36,23.7,51.15,27.72,0.216,27,5.3,27.72,4.31,25.96,Metamorphic
2023-09,MOIL-Mine-08,113802.51,66916.51,11,69.82,22.96,77.35,28.49,0.35,24,6.24,29.96,5.32,34.12,Manganese-bearing
2023-10,MOIL-Mine-08,115333.82,93454.65,12,88.74,15.34,13.71,27.6,0.158,18,2.32,29.73,4.11,32.06,Manganese-bearing
2023-11,MOIL-Mine-08,115401.99,83203.63,12,76.35,13.76,37.53,28.72,0.253,25,4.05,29.88,4.2,35.95,Manganese-bearing
2023-12,MOIL-Mine-08,114517.5,84211.81,11,82.11,18.38,44.24,20.66,0.288,26,3.03,32.2,4.73,32.33,Metamorphic
2024-01,MOIL-Mine-08,118562.15,91040.81,12,77.26,11.56,48.75,23.6,0.329,18,1.83,30.12,3.96,30.07,Manganese-bearing
2024-02,MOIL-Mine-08,115430.36,88202.56,11,88.49,17.26,27.23,27.18,0.223,31,4.06,31.22,4.61,32.82,Manganese-bearing
2024-03,MOIL-Mine-08,114332.23,79587.03,10,84.3,23.6,10.74,26.25,0.249,24,3.27,27.91,4.08,31.53,Metamorphic
2024-04,MOIL-Mine-08,118769.55,73831.56,11,71.47,27.04,31.43,32.91,0.25,31,4.14,27.82,4.79,35.18,Manganese-bearing
2024-05,MOIL-Mine-08,116853.54,89003.16,12,84.13,19.67,8.44,32.28,0.187,16,4.07,29.61,4.91,34.65,Manganese-bearing
2024-06,MOIL-Mine-08,116924.08,64308.24,10,71.46,42.8,157.58,31.29,0.487,33,8.07,30.64,4.17,32.34,Manganese-bearing
2024-07,MOIL-Mine-08,115322.18,63427.2,11,71.85,35.1,115.78,32.15,0.434,19,7.2,27.97,5.08,35.9,Banded formation
2024-08,MOIL-Mine-08,114401.55,62920.85,10,70.89,32.09,133.99,28.19,0.389,26,7.33,33.58,4.26,33.54,Laterite
2024-09,MOIL-Mine-08,121212.85,66667.07,11,70.55,21.4,116.87,29.41,0.425,24,5.99,31.32,3.68,33.33,Manganese-bearing
2024-10,MOIL-Mine-08,121160.34,81578.7,11,77.26,21.45,19.03,26.68,0.226,16,1.39,29.45,3.88,33.89,Laterite
2024-11,MOIL-Mine-08,111975.52,81761.86,10,81.71,18.1,9.54,21.33,0.163,30,4.35,31.15,4.9,36.82,Manganese-bearing
2024-12,MOIL-Mine-08,117861.52,80594.9,11,84.29,16.78,18.01,21.75,0.15,27,3.76,28.81,4.58,38.26,Metamorphic
2025-01,MOIL-Mine-08,123258.36,95854.18,12,80.56,24.97,4.32,19.63,0.205,23,2.91,32.03,4.97,35.43,Manganese-bearing
2025-02,MOIL-Mine-08,115838.97,90809.37,11,88.01,15.54,16.84,25.86,0.19,25,3.12,29.95,4.53,35.34,Manganese-bearing
2025-03,MOIL-Mine-08,117026.8,89471.68,11,90.65,21.11,5.51,22.6,0.189,17,3.16,27.79,4.53,28.76,Manganese-bearing
2025-04,MOIL-Mine-08,120729.22,92946.46,12,79.79,15.95,4.33,35.52,0.142,22,2.76,29.5,4.72,33.44,Banded formation
2025-05,MOIL-Mine-08,115936.78,89434.6,11,85.86,13.28,12.51,29.22,0.242,17,2.62,30.65,4.07,31.39,Metamorphic
2025-06,MOIL-Mine-08,114291.52,68606.54,11,80.9,21.67,104.9,32.77,0.366,21,5.13,30.93,4.41,34.84,Manganese-bearing
2025-07,MOIL-Mine-08,121533.16,83305.97,10,72.71,14.06,54.15,27.02,0.272,29,5.06,33.0,5.75,32.9,Manganese-bearing
2025-08,MOIL-Mine-08,122457.94,82888.34,9,84.22,20.49,46.26,26.55,0.271,22,4.56,29.81,4.69,32.31,Manganese-bearing
2025-09,MOIL-Mine-08,120745.84,71725.19,10,77.74,16.78,87.51,26.83,0.315,22,5.1,32.01,4.32,35.86,Laterite
2025-10,MOIL-Mine-08,120928.77,89848.04,12,82.67,19.4,8.66,22.72,0.177,33,2.55,28.36,3.95,32.37,Manganese-bearing
2025-11,MOIL-Mine-08,117987.82,85432.26,11,87.14,15.39,8.38,27.68,0.191,24,4.89,28.63,4.98,30.55,Manganese-bearing
2025-12,MOIL-Mine-08,121706.59,78918.97,11,79.57,21.19,10.68,23.4,0.132,26,4.26,30.01,4.83,35.5,Laterite
2021-01,MOIL-Mine-09,86374.52,66289.8,10,79.53,6.71,5.66,20.86,0.185,23,3.47,27.76,3.96,22.61,Metamorphic
2021-02,MOIL-Mine-09,88154.12,69098.43,12,88.02,12.84,35.51,25.41,0.257,21,2.63,27.98,3.39,23.06,Manganese-bearing
2021-03,MOIL-Mine-09,88249.16,67108.26,9,84.03,19.55,14.02,27.76,0.186,33,3.61,29.69,4.02,23.05,Manganese-bearing
2021-04,MOIL-Mine-09,85675.96,62862.7,11,77.83,19.34,22.33,34.78,0.233,23,2.52,27.45,3.68,26.75,Manganese-bearing
2021-05,MOIL-Mine-09,86402.91,59398.34,10,82.08,22.69,42.73,34.17,0.227,18,4.41,30.01,3.49,25.7,Manganese-bearing
2021-06,MOIL-Mine-09,87149.94,58801.78,11,81.69,14.09,60.34,32.14,0.283,30,4.47,27.03,3.48,21.07,Manganese-bearing
2021-07,MOIL-Mine-09,85208.52,46864.69,10,65.73,38.51,154.44,25.55,0.426,23,7.0,29.31,3.49,23.51,Manganese-bearing
2021-08,MOIL-Mine-09,86944.01,66047.47,10,86.09,26.21,23.93,27.38,0.265,24,2.71,28.16,3.85,19.97,Manganese-bearing
2021-09,MOIL-Mine-09,86701.6,47685.88,11,73.96,28.18,189.13,28.36,0.572,25,8.89,27.53,3.64,26.85,Metamorphic
2021-10,MOIL-Mine-09,86962.95,60376.04,12,79.89,20.75,41.06,29.97,0.263,19,4.03,28.5,3.4,24.3,Manganese-bearing
2021-11,MOIL-Mine-09,87073.39,63384.66,10,82.86,23.84,27.52,22.58,0.259,28,3.94,29.82,4.15,25.32,Banded formation
2021-12,MOIL-Mine-09,82679.63,61253.73,9,77.7,11.09,8.59,23.04,0.142,26,2.75,26.77,3.73,24.53,Banded formation
2022-01,MOIL-Mine-09,88174.83,70592.0,11,89.55,18.32,12.2,22.91,0.216,25,3.8,28.77,4.21,19.45,Manganese-bearing
2022-02,MOIL-Mine-09,88997.16,68006.66,10,82.67,13.52,32.35,26.02,0.278,31,2.45,27.26,3.66,24.43,Manganese-bearing
2022-03,MOIL-Mine-09,88844.38,60776.95,10,71.91,30.05,41.24,30.78,0.271,25,3.39,32.25,3.72,24.93,Manganese-bearing
2022-04,MOIL-Mine-09,86887.1,65608.21,12,83.5,29.48,6.01,35.36,0.169,27,3.6,30.0,4.01,24.13,Manganese-bearing
2022-05,MOIL-Mine-09,86172.63,59955.19,10,74.88,21.58,21.37,34.0,0.199,24,3.65,25.82,3.51,20.88,Manganese-bearing
2022-06,MOIL-Mine-09,87138.18,47926.0,11,77.68,25.39,97.25,28.81,0.36,30,5.71,27.4,3.18,23.51,Laterite
2022-07,MOIL-Mine-09,87457.14,48101.43,11,78.4,30.41,75.48,23.23,0.363,24,6.02,25.49,4.27,26.73,Laterite
2022-08,MOIL-Mine-09,86864.49,47775.47,7,71.93,25.02,105.54,26.98,0.381,27,6.78,28.29,3.08,23.41,Metamorphic
2022-09,MOIL-Mine-09,85662.53,54165.38,11,79.86,20.54,84.48,30.85,0.368,19,5.1,27.93,3.54,21.81,Manganese-bearing
2022-10,MOIL-Mine-09,87799.35,67967.62,11,86.6,14.88,16.68,28.25,0.198,31,4.05,28.05,4.06,25.81,Manganese-bearing
2022-11,MOIL-Mine-09,88279.29,69190.62,13,90.11,10.22,17.9,27.61,0.205,25,2.8,26.71,3.98,27.67,Metamorphic
2022-12,MOIL-Mine-09,92046.0,57639.21,10,83.11,15.8,48.68,19.42,0.294,22,5.11,28.11,3.93,23.53,Laterite
2023-01,MOIL-Mine-09,92336.94,65870.74,12,79.48,20.45,14.52,22.57,0.211,24,2.51,29.54,3.67,21.88,Laterite
2023-02,MOIL-Mine-09,89406.28,66675.36,11,82.84,14.21,17.31,21.47,0.202,28,3.34,27.8,3.26,26.0,Manganese-bearing
2023-03,MOIL-Mine-09,89933.14,61345.73,12,82.97,28.78,21.84,29.4,0.199,25,3.24,26.5,3.06,20.57,Manganese-bearing
2023-04,MOIL-Mine-09,88043.64,63480.17,11,80.44,20.88,47.14,32.89,0.256,19,2.51,26.47,3.91,21.61,Manganese-bearing
2023-05,MOIL-Mine-09,90471.86,56394.97,9,86.29,25.92,74.76,33.15,0.366,25,5.13,28.1,3.82,25.09,Manganese-bearing
2023-06,MOIL-Mine-09,89711.53,49341.34,11,71.94,26.41,190.26,29.32,0.555,18,8.61,24.76,3.39,28.76,Manganese-bearing
2023-07,MOIL-Mine-09,86509.47,56928.21,11,83.26,21.67,53.78,25.36,0.268,26,4.07,29.73,4.47,21.02,Laterite
2023-08,MOIL-Mine-09,91859.12,63430.65,11,81.23,17.2,90.03,22.87,0.363,27,4.99,30.03,4.82,25.9,Manganese-bearing
2023-09,MOIL-Mine-09,89029.45,48966.2,10,74.5,19.76,174.14,29.96,0.478,31,8.94,27.26,3.53,26.68,Manganese-bearing
2023-10,MOIL-Mine-09,90439.71,66705.07,12,79.89,14.51,35.61,23.82,0.206,27,1.44,24.02,3.35,24.07,Manganese-bearing
2023-11,MOIL-Mine-09,87213.89,70040.83,12,84.64,14.37,27.93,28.08,0.249,25,2.51,28.19,3.92,18.33,Manganese-bearing
2023-12,MOIL-Mine-09,93143.25,66170.62,10,82.8,25.36,8.45,23.31,0.134,24,3.24,28.72,3.61,23.9,Metamorphic
2024-01,MOIL-Mine-09,91001.95,65239.06,10,87.14,12.4,31.46,19.56,0.306,32,3.48,28.47,4.02,24.89,Laterite
2024-02,MOIL-Mine-09,89811.25,66976.26,11,89.32,21.11,16.76,28.14,0.232,19,3.07,26.18,4.2,25.39,Manganese-bearing
2024-03,MOIL-Mine-09,90487.2,69234.9,8,81.15,20.19,17.93,26.66,0.272,22,1.67,30.14,3.75,25.5,Manganese-bearing
2024-04,MOIL-Mine-09,91795.27,73119.24,12,89.95,10.26,3.46,32.84,0.176,34,2.61,28.39,3.13,28.64,Metamorphic
2024-05,MOIL-Mine-09,91953.27,75837.48,10,90.19,13.85,2.54,32.47,0.139,19,3.4,27.95,3.99,24.04,Manganese-bearing
2024-06,MOIL-Mine-09,91999.05,58095.52,11,74.7,16.08,43.39,25.26,0.261,22,4.41,28.55,3.19,22.15,Metamorphic
2024-07,MOIL-Mine-09,92799.7,55823.06,10,77.88,12.73,102.93,27.44,0.382,21,5.79,28.96,3.42,25.89,Manganese-bearing
2024-08,MOIL-Mine-09,92798.57,51039.21,10,70.27,22.66,105.46,29.66,0.343,23,7.45,29.6,4.43,21.43,Metamorphic
2024-09,MOIL-Mine-09,93546.39,56905.59,11,73.91,28.94,74.09,29.78,0.359,26,5.08,30.03,3.91,22.32,Manganese-bearing
2024-10,MOIL-Mine-09,90668.25,63918.43,11,87.56,18.52,5.02,27.49,0.232,29,3.11,28.5,2.99,23.45,Laterite
2024-11,MOIL-Mine-09,88799.83,64518.42,11,77.79,19.95,39.8,23.41,0.285,23,3.16,28.86,3.68,25.99,Manganese-bearing
2024-12,MOIL-Mine-09,90673.85,65661.61,9,84.05,21.76,12.29,20.45,0.19,21,4.13,29.84,3.63,21.9,Metamorphic
2025-01,MOIL-Mine-09,88149.68,56596.89,11,78.46,19.74,83.49,24.28,0.374,21,4.06,28.88,3.77,26.64,Banded formation
2025-02,MOIL-Mine-09,93461.48,58711.33,12,78.91,29.7,22.33,26.35,0.22,27,4.28,25.7,3.51,26.75,Manganese-bearing
2025-03,MOIL-Mine-09,93177.05,82505.93,10,85.09,5.0,12.9,27.64,0.217,32,1.96,29.23,4.37,24.43,Manganese-bearing
2025-04,MOIL-Mine-09,91251.87,56088.72,11,82.49,22.84,68.78,34.8,0.319,14,4.78,29.8,4.11,25.78,Laterite
2025-05,MOIL-Mine-09,95221.49,70615.23,10,81.16,15.02,3.83,31.37,0.233,24,2.98,30.85,4.2,25.18,Laterite
2025-06,MOIL-Mine-09,93657.16,51511.44,10,78.19,24.36,148.42,29.48,0.48,20,5.31,27.95,3.94,26.94,Banded formation
2025-07,MOIL-Mine-09,95479.73,54938.56,11,74.41,30.27,99.82,25.12,0.391,29,5.45,29.95,3.73,24.15,Manganese-bearing
2025-08,MOIL-Mine-09,90873.52,56307.77,10,82.84,19.28,56.61,26.12,0.243,17,5.37,26.38,4.04,21.76,Metamorphic
2025-09,MOIL-Mine-09,90203.19,55591.41,10,78.05,16.09,65.36,23.79,0.308,36,5.21,29.83,2.69,24.91,Metamorphic
2025-10,MOIL-Mine-09,93439.72,69503.78,9,77.15,18.93,11.81,27.15,0.246,24,3.34,29.17,3.71,25.89,Manganese-bearing
2025-11,MOIL-Mine-09,90785.72,58333.42,9,85.5,24.34,44.21,22.77,0.266,16,4.76,27.81,3.78,24.59,Banded formation
2025-12,MOIL-Mine-09,92451.09,68333.06,12,79.46,13.08,22.93,28.56,0.258,21,2.68,26.42,4.16,25.08,Banded formation
2021-01,MOIL-Mine-10,115402.82,83289.25,12,79.15,21.66,11.12,22.32,0.213,24,4.15,32.05,4.84,30.85,Metamorphic
2021-02,MOIL-Mine-10,112889.8,84205.48,9,80.33,16.7,33.68,22.31,0.236,30,3.94,32.71,4.84,27.86,Manganese-bearing
2021-03,MOIL-Mine-10,112200.35,99179.25,10,91.41,17.11,24.82,29.84,0.23,23,1.71,33.49,5.43,31.82,Manganese-bearing
2021-04,MOIL-Mine-10,113328.64,86838.98,11,84.44,12.87,12.9,30.33,0.163,22,2.8,29.66,5.52,35.34,Metamorphic
2021-05,MOIL-Mine-10,116717.25,99930.59,11,79.79,16.5,3.99,36.42,0.256,25,1.7,34.13,4.99,31.8,Manganese-bearing
2021-06,MOIL-Mine-10,113148.92,70743.48,10,77.77,13.4,57.31,30.37,0.247,24,5.14,33.69,4.41,30.86,Laterite
2021-07,MOIL-Mine-10,109300.65,84345.19,11,84.99,23.34,57.16,25.24,0.342,24,2.47,33.39,5.0,28.73,Manganese-bearing
2021-08,MOIL-Mine-10,112136.39,69843.66,11,65.38,17.92,116.45,24.53,0.427,18,5.2,35.56,4.46,29.27,Banded formation
2021-09,MOIL-Mine-10,115661.82,81787.38,11,72.09,25.14,47.52,30.29,0.29,23,3.9,34.51,4.83,30.45,Manganese-bearing
2021-10,MOIL-Mine-10,112497.4,93060.89,11,80.88,16.52,5.23,27.84,0.212,21,2.46,32.23,4.34,30.58,Manganese-bearing
2021-11,MOIL-Mine-10,107622.56,81952.85,10,74.48,9.82,19.26,24.3,0.22,23,3.17,31.04,4.77,29.69,Metamorphic
2021-12,MOIL-Mine-10,109783.85,81479.16,12,87.66,20.65,21.66,22.33,0.208,27,4.14,30.55,5.15,28.89,Banded formation
2022-01,MOIL-Mine-10,115566.57,89820.93,10,80.64,20.27,3.81,26.06,0.126,32,3.22,31.5,4.04,29.37,Manganese-bearing
2022-02,MOIL-Mine-10,116643.8,88609.43,12,79.23,25.43,22.95,21.72,0.188,24,2.85,31.06,5.7,33.21,Manganese-bearing
2022-03,MOIL-Mine-10,117083.03,89846.73,11,84.18,26.04,10.7,28.83,0.17,26,4.22,35.12,4.94,27.6,Banded formation
2022-04,MOIL-Mine-10,112127.96,92413.72,8,84.29,16.35,9.1,32.32,0.177,29,3.58,34.2,4.84,30.21,Manganese-bearing
2022-05,MOIL-Mine-10,111951.22,79032.43,12,78.05,18.53,58.9,33.23,0.343,26,5.4,31.71,5.35,30.82,Manganese-bearing
2022-06,MOIL-Mine-10,117819.2,67935.4,9,69.56,20.3,147.82,30.89,0.453,25,6.37,33.63,4.25,24.89,Manganese-bearing
2022-07,MOIL-Mine-10,111723.69,67755.84,9,77.09,20.69,82.16,25.77,0.347,26,5.61,31.26,4.98,31.5,Banded formation
2022-08,MOIL-Mine-10,112052.66,69491.98,13,78.15,20.16,60.83,28.39,0.3,26,4.82,33.34,4.49,30.55,Laterite
2022-09,MOIL-Mine-10,111254.26,61189.84,13,71.05,36.54,216.36,28.75,0.621,26,7.75,32.24,4.06,30.01,Manganese-bearing
2022-10,MOIL-Mine-10,115822.38,91616.88,11,76.68,13.15,21.22,25.7,0.283,27,3.04,31.86,5.24,30.19,Manganese-bearing
2022-11,MOIL-Mine-10,116952.5,82607.85,11,82.21,32.49,4.58,23.73,0.23,30,3.67,32.42,4.26,27.47,Manganese-bearing
2022-12,MOIL-Mine-10,113236.21,84208.82,12,87.11,27.63,22.58,19.19,0.195,31,3.33,35.47,4.91,27.3,Laterite
2023-01,MOIL-Mine-10,115941.73,97764.43,11,88.38,22.72,3.37,21.42,0.15,27,2.78,34.7,5.19,26.94,Manganese-bearing
