elevation_m,slope_deg,ndvi,lst_celsius,rainfall_annual_mm,soil_moisture,clay_iron_ratio,ferrous_iron_index,latitude,longitude,dist_to_fault_km,standardized_lithology,mn_present,country
370.06,4.47,0.306,30.67,1249.9,0.207,3.15,2.32,-1.286149,13.077846,5.8,Alluvium_Unconsolidated,0,Gabon
327.9,3.23,0.381,29.56,1246.4,0.292,2.17,1.31,-1.591814,13.026254,2.88,Alluvium_Unconsolidated,0,Gabon
323.55,7.37,0.246,35.52,1137.3,0.239,3.18,1.93,-1.493897,13.463003,4.64,Alluvium_Unconsolidated,0,Gabon
325.81,6.47,0.212,33.67,1101.3,0.221,2.66,1.97,-1.453202,13.527054,2.63,Alluvium_Unconsolidated,1,Gabon
314.29,3.8,0.401,30.0,1248.5,0.299,2.16,1.3,-1.605602,13.04929,2.77,Alluvium_Unconsolidated,0,Gabon
378.45,1.55,0.339,29.0,974.5,0.213,2.8,1.83,-1.263859,13.742656,4.75,Alluvium_Unconsolidated,0,Gabon
352.72,2.87,0.474,29.36,1244.6,0.36,3.06,1.72,-1.787699,13.012206,2.59,Alluvium_Unconsolidated,1,Gabon
359.56,7.95,0.222,36.87,1177.1,0.2,2.67,1.3,-1.359339,13.384028,2.53,Alluvium_Unconsolidated,0,Gabon
315.61,7.86,0.452,36.67,1168.2,0.32,2.02,2.37,-1.64571,13.402874,3.68,Alluvium_Unconsolidated,0,Gabon
309.23,3.76,0.304,29.96,1024.7,0.263,2.66,2.5,-1.539473,13.655844,2.6,Alluvium_Unconsolidated,1,Gabon
330.76,7.93,0.481,36.83,1175.2,0.334,1.73,2.43,-1.677039,13.388076,5.51,Alluvium_Unconsolidated,0,Gabon
361.41,8.0,0.206,36.99,1195.4,0.203,3.07,1.3,-1.38457,13.342286,2.94,Alluvium_Unconsolidated,0,Gabon
304.71,3.47,0.35,29.74,1247.4,0.28,1.94,1.33,-1.570524,13.036097,0.86,Alluvium_Unconsolidated,0,Gabon
334.99,7.94,0.5,36.85,1205.2,0.351,1.74,2.42,-1.728137,13.317585,2.93,Alluvium_Unconsolidated,0,Gabon
322.42,7.88,0.413,36.7,1210.4,0.304,1.77,1.93,-1.61437,13.303316,5.34,Alluvium_Unconsolidated,0,Gabon
331.21,6.0,0.457,32.84,1246.7,0.322,1.97,1.58,-1.650614,13.15033,1.15,Alluvium_Unconsolidated,0,Gabon
333.94,8.0,0.492,37.0,1192.4,0.341,1.6,2.4,-1.694536,13.349443,5.56,Alluvium_Unconsolidated,0,Gabon
350.68,7.91,0.498,36.78,1172.6,0.347,1.62,2.49,-1.712477,13.393605,5.75,Alluvium_Unconsolidated,0,Gabon
375.34,1.65,0.357,29.0,970.4,0.217,2.93,1.8,-1.251816,13.750088,3.85,Alluvium_Unconsolidated,0,Gabon
327.48,7.99,0.297,36.98,1185.6,0.26,2.81,1.78,-1.534635,13.365279,3.93,Alluvium_Unconsolidated,0,Gabon
322.88,4.21,0.26,30.39,1035.9,0.245,2.47,2.46,-1.506854,13.637154,3.91,Alluvium_Unconsolidated,0,Gabon
348.35,7.18,0.47,35.11,1128.7,0.36,1.6,2.25,-1.79167,13.478688,5.25,Alluvium_Unconsolidated,1,Gabon
326.45,7.95,0.498,36.88,1177.7,0.347,1.61,2.48,-1.711163,13.382767,5.67,Alluvium_Unconsolidated,0,Gabon
388.14,3.81,0.338,30.01,1025.9,0.213,2.25,1.54,-1.264569,13.653799,5.66,Alluvium_Unconsolidated,0,Gabon
311.88,7.08,0.471,34.89,1124.3,0.329,2.36,2.5,-1.664706,13.486623,1.1,Alluvium_Unconsolidated,1,Gabon
329.41,6.46,0.373,33.66,1101.1,0.288,3.15,2.45,-1.585958,13.527498,5.8,Alluvium_Unconsolidated,0,Gabon
326.98,1.68,0.487,29.01,977.4,0.338,3.19,1.85,-1.685641,13.737472,5.03,Alluvium_Unconsolidated,0,Gabon
312.79,7.62,0.267,36.08,1223.0,0.248,2.41,1.4,-1.512343,13.265331,0.86,Alluvium_Unconsolidated,0,Gabon
315.86,3.6,0.455,29.84,1020.9,0.321,3.2,2.27,-1.648022,13.662206,5.45,Alluvium_Unconsolidated,0,Gabon
311.56,7.11,0.238,34.96,1125.7,0.235,3.1,1.97,-1.486252,13.48421,3.41,Alluvium_Unconsolidated,0,Gabon
369.01,5.41,0.37,31.89,1249.2,0.22,3.1,2.36,-1.243511,13.120263,3.4,Alluvium_Unconsolidated,0,Gabon
321.82,7.99,0.324,36.99,1186.8,0.27,2.63,1.86,-1.553556,13.362435,2.59,Alluvium_Unconsolidated,1,Gabon
320.18,6.62,0.423,33.97,1106.8,0.308,2.93,2.49,-1.62129,13.517586,4.72,Alluvium_Unconsolidated,0,Gabon
319.02,5.15,0.39,31.52,1060.8,0.295,3.2,2.5,-1.598133,13.595491,5.29,Alluvium_Unconsolidated,0,Gabon
346.87,7.97,0.498,36.94,1200.7,0.347,1.64,2.4,-1.712727,13.329206,4.34,Alluvium_Unconsolidated,0,Gabon
333.0,3.52,0.208,29.78,1019.1,0.219,1.8,2.37,-1.447039,13.665306,5.61,Alluvium_Unconsolidated,0,Gabon
348.89,7.86,0.256,36.66,1211.6,0.201,2.85,1.44,-1.324597,13.299954,0.97,Alluvium_Unconsolidated,0,Gabon
325.6,3.14,0.341,29.51,1246.0,0.277,1.96,1.36,-1.564885,13.022873,1.09,Alluvium_Unconsolidated,0,Gabon
377.09,6.69,0.363,34.1,1241.0,0.218,2.83,2.14,-1.24816,13.19013,1.21,Alluvium_Unconsolidated,0,Gabon
311.83,2.11,0.462,29.07,960.6,0.325,2.99,1.88,-1.655211,13.768089,2.01,Alluvium_Unconsolidated,0,Gabon
370.64,5.25,0.334,31.66,1063.6,0.212,1.87,1.4,-1.267472,13.590825,3.85,Alluvium_Unconsolidated,0,Gabon
322.5,6.37,0.272,33.48,1097.9,0.25,3.09,2.26,-1.515974,13.532941,3.23,Alluvium_Unconsolidated,0,Gabon
366.79,2.83,0.466,29.34,945.9,0.36,3.0,1.32,-1.796095,13.79605,5.17,Alluvium_Unconsolidated,0,Gabon
332.97,7.45,0.49,35.7,1228.0,0.34,1.79,2.1,-1.690775,13.247921,2.29,Alluvium_Unconsolidated,0,Gabon
402.32,7.45,0.419,35.69,1141.2,0.234,1.68,1.44,-1.208819,13.455763,1.73,Alluvium_Unconsolidated,0,Gabon
392.73,3.36,0.425,29.66,1015.3,0.236,2.9,1.39,-1.204473,13.671742,4.14,Alluvium_Unconsolidated,0,Gabon
334.78,6.87,0.499,34.45,1238.8,0.354,2.48,2.17,-1.741138,13.201945,4.75,Alluvium_Unconsolidated,0,Gabon
328.51,2.86,0.491,29.35,945.3,0.34,3.09,1.61,-1.693058,13.797168,3.29,Alluvium_Unconsolidated,0,Gabon
332.22,2.65,0.498,29.25,1243.3,0.347,3.18,1.41,-1.712357,13.003418,3.93,Alluvium_Unconsolidated,0,Gabon
336.64,7.99,0.475,36.97,1197.3,0.36,2.05,2.5,-1.785975,13.337704,1.92,Alluvium_Unconsolidated,1,Gabon
332.87,3.02,0.241,29.44,1007.1,0.237,2.01,2.49,-1.489336,13.68559,5.74,Alluvium_Unconsolidated,0,Gabon
337.95,7.27,0.2,35.3,1232.1,0.207,3.08,1.36,-1.406219,13.232047,5.58,Alluvium_Unconsolidated,0,Gabon
372.66,6.74,0.346,34.19,1111.0,0.214,1.63,1.3,-1.259337,13.510284,0.93,Alluvium_Unconsolidated,1,Gabon
332.29,3.87,0.319,30.06,1248.7,0.269,1.73,1.35,-1.550307,13.052318,2.99,Alluvium_Unconsolidated,1,Gabon
316.48,7.96,0.278,36.9,1202.8,0.252,2.7,1.58,-1.520425,13.323678,3.09,Alluvium_Unconsolidated,0,Gabon
336.94,3.49,0.26,29.75,1018.3,0.245,2.28,2.49,-1.506326,13.666659,4.94,Alluvium_Unconsolidated,0,Gabon
325.21,1.9,0.235,29.03,964.9,0.234,1.66,2.49,-1.483078,13.760047,4.67,Alluvium_Unconsolidated,0,Gabon
396.73,6.96,0.382,34.64,1119.4,0.223,1.68,1.32,-1.235465,13.495378,1.71,Alluvium_Unconsolidated,0,Gabon
344.33,6.37,0.498,33.5,1098.1,0.355,1.92,2.27,-1.745328,13.532583,4.42,Alluvium_Unconsolidated,0,Gabon
321.14,7.83,0.289,36.58,1165.0,0.257,3.06,1.91,-1.529143,13.409344,5.46,Alluvium_Unconsolidated,0,Gabon
307.49,8.0,0.433,36.99,1194.6,0.312,1.84,2.15,-1.629817,13.34423,4.9,Alluvium_Unconsolidated,0,Gabon
360.61,4.99,0.229,31.3,1056.4,0.2,1.6,1.75,-1.35044,13.60288,3.05,Alluvium_Unconsolidated,0,Gabon
317.15,7.4,0.253,35.59,1229.2,0.242,2.38,1.34,-1.500708,13.243289,0.97,Alluvium_Unconsolidated,1,Gabon
353.18,5.91,0.486,32.68,1247.2,0.359,3.04,2.12,-1.771993,13.145319,5.46,Alluvium_Unconsolidated,0,Gabon
388.0,7.49,0.366,35.79,1143.4,0.219,1.6,1.35,-1.24622,13.451533,2.82,Alluvium_Unconsolidated,0,Gabon
324.34,7.58,0.274,36.0,1224.1,0.251,2.33,1.41,-1.517689,13.261603,1.32,Alluvium_Unconsolidated,1,Gabon
331.11,3.94,0.497,30.12,1248.9,0.345,3.01,1.52,-1.706522,13.05516,5.59,Alluvium_Unconsolidated,0,Gabon
328.08,2.76,0.404,29.3,947.3,0.301,2.44,2.02,-1.607878,13.793409,4.09,Alluvium_Unconsolidated,0,Gabon
328.43,6.94,0.49,34.6,1237.9,0.34,1.99,1.96,-1.691629,13.206732,1.4,Alluvium_Unconsolidated,0,Gabon
404.11,5.83,0.38,32.55,1080.6,0.223,1.96,1.31,-1.23632,13.562311,4.52,Alluvium_Unconsolidated,0,Gabon
370.41,4.24,0.294,30.43,1249.6,0.205,3.09,2.32,-1.295146,13.068018,5.61,Alluvium_Unconsolidated,0,Gabon
325.04,7.88,0.306,36.7,1169.3,0.264,2.94,1.93,-1.541163,13.400456,4.81,Alluvium_Unconsolidated,0,Gabon
316.85,7.98,0.272,36.96,1183.4,0.25,2.98,1.71,-1.515738,13.370144,5.03,Alluvium_Unconsolidated,0,Gabon
321.01,2.49,0.354,29.19,995.2,0.282,2.67,2.4,-1.57379,13.706106,2.55,Alluvium_Unconsolidated,1,Gabon
337.74,2.5,0.5,29.19,952.5,0.353,3.2,1.49,-1.733607,13.783215,5.57,Alluvium_Unconsolidated,1,Gabon
334.65,8.0,0.498,37.0,1189.8,0.347,1.6,2.45,-1.712143,13.355553,5.16,Alluvium_Unconsolidated,0,Gabon
362.98,3.62,0.25,29.85,1248.0,0.201,2.73,2.26,-1.329389,13.042258,3.31,Alluvium_Unconsolidated,0,Gabon
325.23,6.13,0.201,33.06,1245.9,0.211,2.58,1.47,-1.42266,13.157245,2.17,Alluvium_Unconsolidated,0,Gabon
355.15,7.67,0.254,36.2,1221.2,0.201,3.0,1.51,-1.325815,13.271228,2.14,Alluvium_Unconsolidated,0,Gabon
320.07,5.42,0.406,31.92,1068.6,0.301,3.19,2.5,-1.608785,13.582445,5.73,Alluvium_Unconsolidated,0,Gabon
340.25,7.29,0.213,35.35,1231.6,0.201,3.19,1.45,-1.371276,13.234066,5.65,Alluvium_Unconsolidated,0,Gabon
331.06,4.56,0.456,30.77,1044.9,0.322,3.15,2.37,-1.648841,13.62202,5.8,Alluvium_Unconsolidated,0,Gabon
307.43,7.92,0.229,36.81,1206.9,0.231,2.98,1.4,-1.476841,13.312981,5.06,Alluvium_Unconsolidated,0,Gabon
378.73,7.11,0.335,34.97,1235.1,0.212,2.82,1.95,-1.266477,13.219628,1.31,Alluvium_Unconsolidated,0,Gabon
359.57,4.85,0.471,31.12,1250.0,0.36,3.2,2.03,-1.791486,13.094231,2.74,Alluvium_Unconsolidated,1,Gabon
319.58,7.25,0.376,35.25,1131.7,0.29,2.95,2.36,-1.58837,13.473311,4.87,Alluvium_Unconsolidated,0,Gabon
334.12,2.76,0.242,29.3,1001.2,0.2,1.87,2.01,-1.33666,13.695695,3.9,Alluvium_Unconsolidated,0,Gabon
393.77,6.14,0.336,33.07,1090.3,0.212,1.7,1.33,-1.265893,13.545916,1.95,Alluvium_Unconsolidated,0,Gabon
322.46,7.99,0.286,36.97,1198.0,0.256,2.71,1.64,-1.526641,13.335924,3.21,Alluvium_Unconsolidated,1,Gabon
338.38,2.25,0.485,29.11,989.8,0.336,3.2,1.94,-1.68219,13.71555,5.41,Alluvium_Unconsolidated,0,Gabon
327.66,7.7,0.262,36.28,1155.8,0.246,3.18,1.87,-1.508445,13.427774,5.76,Alluvium_Unconsolidated,0,Gabon
341.04,7.21,0.211,35.18,1233.2,0.221,2.74,1.3,-1.451811,13.227389,3.37,Alluvium_Unconsolidated,0,Gabon
335.46,1.82,0.5,29.02,980.3,0.35,3.15,1.69,-1.722398,13.732233,5.8,Alluvium_Unconsolidated,0,Gabon
325.1,7.66,0.465,36.18,1152.9,0.326,2.09,2.46,-1.658476,13.433353,3.19,Alluvium_Unconsolidated,0,Gabon
346.39,6.35,0.486,33.45,1244.4,0.359,2.93,2.19,-1.770775,13.169374,5.77,Alluvium_Unconsolidated,0,Gabon
331.14,7.63,0.217,36.13,1222.3,0.225,2.87,1.31,-1.462124,13.267512,4.34,Alluvium_Unconsolidated,1,Gabon
353.43,1.62,0.464,29.0,970.9,0.36,2.74,1.37,-1.798899,13.749167,3.42,Alluvium_Unconsolidated,1,Gabon
362.12,6.75,0.262,34.23,1240.3,0.201,3.19,1.79,-1.319287,13.194448,4.84,Alluvium_Unconsolidated,0,Gabon
352.08,2.38,0.259,29.15,955.1,0.201,2.5,2.22,-1.321468,13.778443,5.74,Alluvium_Unconsolidated,1,Gabon
322.75,7.46,0.262,35.73,1142.1,0.246,3.2,1.97,-1.507781,13.454117,5.41,Alluvium_Unconsolidated,0,Gabon
336.77,6.13,0.474,33.05,1246.0,0.33,2.07,1.67,-1.667836,13.157008,2.09,Alluvium_Unconsolidated,0,Gabon
321.81,7.77,0.282,36.45,1160.7,0.254,3.11,1.91,-1.524003,13.417948,5.69,Alluvium_Unconsolidated,1,Gabon
324.42,7.93,0.474,36.82,1174.6,0.33,1.79,2.41,-1.668001,13.389409,5.21,Alluvium_Unconsolidated,0,Gabon
321.47,7.01,0.226,34.76,1236.7,0.23,2.44,1.3,-1.473899,13.212295,1.09,Alluvium_Unconsolidated,0,Gabon
323.0,7.13,0.424,35.0,1234.8,0.308,1.6,1.68,-1.622582,13.220768,5.15,Alluvium_Unconsolidated,0,Gabon
353.66,7.6,0.48,36.04,1149.3,0.334,1.98,2.49,-1.675958,13.440328,3.99,Alluvium_Unconsolidated,0,Gabon
331.28,8.0,0.5,37.0,1189.4,0.35,1.62,2.47,-1.724385,13.35661,4.67,Alluvium_Unconsolidated,0,Gabon
314.8,5.58,0.49,32.16,1248.6,0.34,2.47,1.68,-1.69149,13.128935,4.71,Alluvium_Unconsolidated,0,Gabon
319.6,4.16,0.251,30.34,1249.4,0.241,1.61,1.45,-1.498612,13.064314,5.68,Alluvium_Unconsolidated,1,Gabon
343.5,7.76,0.216,36.43,1160.0,0.201,2.53,1.34,-1.367293,13.419446,3.57,Alluvium_Unconsolidated,1,Gabon
293.06,5.86,0.322,32.61,1247.5,0.27,1.61,1.31,-1.552168,13.143082,5.66,Alluvium_Unconsolidated,0,Gabon
317.08,4.98,0.294,31.29,1249.9,0.259,1.6,1.32,-1.532356,13.100169,5.46,Alluvium_Unconsolidated,0,Gabon
325.56,7.92,0.257,36.79,1173.3,0.244,3.12,1.73,-1.503962,13.392173,5.73,Alluvium_Unconsolidated,1,Gabon
377.07,4.31,0.284,30.49,1038.5,0.204,1.82,1.63,-1.301974,13.632719,3.45,Alluvium_Unconsolidated,1,Gabon
333.06,7.07,0.315,34.87,1235.8,0.267,1.82,1.39,-1.547294,13.216134,5.02,Alluvium_Unconsolidated,0,Gabon
335.19,6.09,0.209,32.99,1088.8,0.219,2.47,2.02,-1.447806,13.548408,3.9,Alluvium_Unconsolidated,0,Gabon
334.41,8.0,0.206,37.0,1192.3,0.217,3.2,1.38,-1.442073,13.349703,5.51,Alluvium_Unconsolidated,1,Gabon
340.98,7.68,0.479,36.22,1154.2,0.333,1.94,2.48,-1.674254,13.430962,4.24,Alluvium_Unconsolidated,0,Gabon
331.31,7.83,0.496,36.59,1213.5,0.344,1.69,2.3,-1.704208,13.294417,3.49,Alluvium_Unconsolidated,0,Gabon
343.95,3.62,0.499,29.85,1247.9,0.354,3.18,1.61,-1.739749,13.041961,3.83,Alluvium_Unconsolidated,0,Gabon
358.86,5.82,0.224,32.53,1247.7,0.2,3.02,1.8,-1.356391,13.140612,5.27,Alluvium_Unconsolidated,0,Gabon
327.48,3.53,0.376,29.78,1019.1,0.29,3.0,2.44,-1.588159,13.665193,2.12,Alluvium_Unconsolidated,1,Gabon
382.97,6.94,0.323,34.6,1237.9,0.21,2.94,1.96,-1.274601,13.206691,1.54,Alluvium_Unconsolidated,1,Gabon
310.83,5.47,0.274,31.98,1249.0,0.251,1.66,1.32,-1.517467,13.123302,5.78,Alluvium_Unconsolidated,0,Gabon
343.83,3.24,0.499,29.58,1012.4,0.354,2.83,1.8,-1.740135,13.676608,4.05,Alluvium_Unconsolidated,0,Gabon
354.29,5.71,0.288,32.35,1076.9,0.204,1.63,1.44,-1.298956,13.568525,0.99,Alluvium_Unconsolidated,1,Gabon
338.23,6.8,0.413,34.32,1239.7,0.304,1.61,1.57,-1.613936,13.197599,4.88,Alluvium_Unconsolidated,0,Gabon
339.13,1.64,0.497,29.0,976.6,0.355,3.07,1.57,-1.746365,13.738908,5.53,Alluvium_Unconsolidated,0,Gabon
382.49,7.17,0.345,35.09,1128.3,0.214,1.6,1.31,-1.260106,13.4795,2.49,Alluvium_Unconsolidated,0,Gabon
319.4,4.44,0.33,30.64,1041.8,0.273,2.96,2.5,-1.557713,13.627191,1.75,Alluvium_Unconsolidated,1,Gabon
375.24,6.97,0.323,34.66,1119.8,0.21,1.6,1.3,-1.274477,13.494694,2.79,Alluvium_Unconsolidated,1,Gabon
329.65,7.3,0.292,35.36,1133.9,0.258,3.19,2.13,-1.531315,13.469258,5.7,Alluvium_Unconsolidated,0,Gabon
330.39,5.23,0.23,31.64,1063.2,0.232,2.49,2.29,-1.478542,13.591616,3.79,Alluvium_Unconsolidated,0,Gabon
322.32,5.85,0.204,32.59,1247.5,0.215,2.35,1.46,-1.436428,13.14253,1.18,Alluvium_Unconsolidated,1,Gabon
320.57,1.96,0.481,29.04,983.4,0.334,3.19,1.92,-1.677242,13.726765,4.98,Alluvium_Unconsolidated,0,Gabon
382.24,3.45,0.258,29.72,1017.4,0.201,1.84,1.85,-1.322277,13.668106,3.66,Alluvium_Unconsolidated,0,Gabon
358.29,4.66,0.469,30.89,1250.0,0.36,3.2,2.01,-1.792795,13.086113,2.26,Alluvium_Unconsolidated,1,Gabon
358.45,7.58,0.464,36.01,1148.6,0.36,1.68,2.32,-1.798586,13.441739,3.72,Alluvium_Unconsolidated,0,Gabon
339.04,5.95,0.496,32.75,1247.0,0.356,2.88,2.02,-1.750012,13.147553,5.8,Alluvium_Unconsolidated,0,Gabon
324.61,7.71,0.324,36.31,1219.2,0.27,2.1,1.57,-1.553402,13.277425,3.12,Alluvium_Unconsolidated,0,Gabon
340.05,1.97,0.48,29.04,963.5,0.36,2.96,1.4,-1.780155,13.762676,4.92,Alluvium_Unconsolidated,0,Gabon
321.01,2.34,0.344,29.14,955.8,0.278,2.16,2.25,-1.56697,13.777058,5.4,Alluvium_Unconsolidated,0,Gabon
373.46,4.91,0.309,31.2,1054.4,0.207,1.82,1.48,-1.284316,13.606306,3.45,Alluvium_Unconsolidated,0,Gabon
372.76,6.58,0.383,33.88,1242.2,0.223,2.75,2.22,-1.234524,13.183098,1.87,Alluvium_Unconsolidated,1,Gabon
333.63,7.51,0.206,35.84,1226.2,0.203,3.19,1.37,-1.38594,13.254245,5.67,Alluvium_Unconsolidated,0,Gabon
407.24,5.78,0.425,32.47,1247.8,0.237,2.74,2.43,-1.204105,13.138951,1.94,Alluvium_Unconsolidated,0,Gabon
322.82,7.59,0.229,36.03,1149.1,0.231,3.17,1.77,-1.476895,13.440783,4.53,Alluvium_Unconsolidated,1,Gabon
312.47,1.98,0.475,29.04,963.4,0.331,3.09,1.83,-1.669792,13.762923,3.26,Alluvium_Unconsolidated,0,Gabon
341.25,4.84,0.497,31.11,1052.4,0.356,2.34,2.0,-1.748615,13.609602,1.24,Alluvium_Unconsolidated,1,Gabon
339.69,6.79,0.499,34.31,1113.2,0.349,1.98,2.41,-1.719676,13.506461,3.97,Alluvium_Unconsolidated,0,Gabon
317.33,7.95,0.283,36.87,1204.2,0.255,2.64,1.58,-1.524701,13.320146,2.63,Alluvium_Unconsolidated,1,Gabon
340.51,7.69,0.5,36.26,1220.1,0.352,1.94,2.34,-1.730628,13.274579,0.94,Alluvium_Unconsolidated,0,Gabon
353.97,5.46,0.48,31.97,1069.6,0.36,1.9,1.96,-1.779543,13.580786,4.53,Alluvium_Unconsolidated,0,Gabon
339.17,6.17,0.493,33.13,1091.5,0.342,2.41,2.39,-1.698297,13.543941,0.85,Alluvium_Unconsolidated,1,Gabon
404.38,5.7,0.382,32.34,1076.8,0.223,2.0,1.31,-1.235403,13.568736,4.77,Alluvium_Unconsolidated,0,Gabon
330.92,6.67,0.497,34.05,1108.4,0.346,2.13,2.43,-1.707919,13.514859,2.87,Alluvium_Unconsolidated,0,Gabon
338.2,1.93,0.2,29.03,982.7,0.211,1.6,2.42,-1.421207,13.728011,2.17,Alluvium_Unconsolidated,0,Gabon
372.4,4.48,0.277,30.68,1043.0,0.203,1.75,1.63,-1.30774,13.625313,2.74,Alluvium_Unconsolidated,0,Gabon
327.65,7.34,0.211,35.46,1230.6,0.221,2.79,1.3,-1.453,13.238144,3.75,Alluvium_Unconsolidated,0,Gabon
345.34,7.94,0.318,36.86,1176.7,0.268,2.8,1.92,-1.549483,13.384842,3.83,Alluvium_Unconsolidated,0,Gabon
320.44,7.58,0.438,36.01,1148.5,0.314,2.37,2.42,-1.633683,13.441873,1.01,Alluvium_Unconsolidated,1,Gabon
350.54,1.66,0.498,29.0,970.1,0.355,3.12,1.54,-1.743917,13.750507,5.72,Alluvium_Unconsolidated,1,Gabon
330.14,1.81,0.462,29.02,966.9,0.325,3.04,1.92,-1.655553,13.75642,2.59,Alluvium_Unconsolidated,1,Gabon
385.01,1.66,0.369,29.0,976.9,0.22,2.94,1.72,-1.243635,13.738272,3.84,Alluvium_Unconsolidated,0,Gabon
383.42,7.82,0.38,36.57,1164.5,0.222,1.62,1.46,-1.236829,13.410299,3.98,Alluvium_Unconsolidated,0,Gabon
324.93,6.64,0.391,34.01,1107.6,0.295,3.07,2.46,-1.59819,13.516274,5.52,Alluvium_Unconsolidated,1,Gabon
339.65,7.95,0.5,36.89,1203.5,0.351,1.71,2.43,-1.726602,13.3219,3.22,Alluvium_Unconsolidated,0,Gabon
375.16,2.59,0.242,29.23,950.7,0.2,2.4,2.31,-1.337383,13.786732,5.8,Alluvium_Unconsolidated,0,Gabon
319.33,1.7,0.268,29.01,969.2,0.249,1.85,2.46,-1.51307,13.752167,5.74,Alluvium_Unconsolidated,0,Gabon
319.34,3.97,0.35,30.15,1029.9,0.28,2.96,2.49,-1.570483,13.647049,1.72,Alluvium_Unconsolidated,0,Gabon
329.79,5.01,0.499,31.34,1057.1,0.348,2.59,2.17,-1.716907,13.601669,2.31,Alluvium_Unconsolidated,1,Gabon
320.85,7.99,0.477,36.99,1195.9,0.332,1.63,2.31,-1.671891,13.341004,5.79,Alluvium_Unconsolidated,0,Gabon
364.07,3.77,0.248,29.97,1024.9,0.2,1.73,1.84,-1.331446,13.655472,2.49,Alluvium_Unconsolidated,0,Gabon
355.21,4.22,0.48,30.4,1249.5,0.36,3.2,1.88,-1.779903,13.067164,2.28,Alluvium_Unconsolidated,0,Gabon
324.87,7.69,0.26,36.25,1155.0,0.245,3.19,1.87,-1.506737,13.429405,5.73,Alluvium_Unconsolidated,0,Gabon
329.87,7.97,0.493,36.93,1181.1,0.342,1.63,2.45,-1.696248,13.375233,5.79,Alluvium_Unconsolidated,0,Gabon
327.47,7.85,0.265,36.63,1166.5,0.247,3.13,1.81,-1.510538,13.406226,5.76,Alluvium_Unconsolidated,0,Gabon
366.32,5.11,0.278,31.47,1249.8,0.203,3.15,2.16,-1.306476,13.106503,5.79,Alluvium_Unconsolidated,0,Gabon
328.87,4.01,0.494,30.2,1031.1,0.357,2.51,1.84,-1.755127,13.645153,1.64,Alluvium_Unconsolidated,1,Gabon
337.44,2.98,0.208,29.41,1245.1,0.202,2.09,2.13,-1.379924,13.016345,3.16,Alluvium_Unconsolidated,0,Gabon
371.14,6.49,0.304,33.72,1102.2,0.207,1.6,1.34,-1.287473,13.525619,2.25,Alluvium_Unconsolidated,1,Gabon
400.46,7.68,0.343,36.23,1154.3,0.214,1.65,1.35,-1.261541,13.430694,4.57,Alluvium_Unconsolidated,0,Gabon
343.94,5.54,0.201,32.09,1072.1,0.212,2.1,2.02,-1.426419,13.576713,5.58,Alluvium_Unconsolidated,0,Gabon
309.27,3.47,0.303,29.73,1017.7,0.262,2.58,2.5,-1.538617,13.667632,3.2,Alluvium_Unconsolidated,0,Gabon
338.09,2.17,0.283,29.09,959.3,0.204,2.62,2.12,-1.30294,13.770381,5.5,Alluvium_Unconsolidated,0,Gabon
353.4,2.03,0.258,29.05,984.9,0.201,2.14,2.05,-1.322454,13.724037,5.39,Alluvium_Unconsolidated,0,Gabon
336.88,2.61,0.339,29.23,997.8,0.276,2.6,2.43,-1.563684,13.701617,3.04,Alluvium_Unconsolidated,0,Gabon
311.35,4.05,0.294,30.23,1249.2,0.259,1.64,1.37,-1.532207,13.059657,4.38,Alluvium_Unconsolidated,0,Gabon
346.8,1.52,0.302,29.0,973.1,0.206,2.59,1.96,-1.289204,13.74509,5.57,Alluvium_Unconsolidated,1,Gabon
318.27,7.64,0.268,36.13,1151.8,0.248,3.18,1.92,-1.512586,13.435584,5.75,Alluvium_Unconsolidated,1,Gabon
368.95,2.91,0.284,29.38,944.3,0.204,2.8,2.21,-1.302263,13.79912,4.79,Alluvium_Unconsolidated,0,Gabon
392.1,7.45,0.407,35.69,1228.0,0.23,2.19,2.08,-1.217366,13.247709,5.3,Alluvium_Unconsolidated,0,Gabon
331.27,5.35,0.2,31.8,1066.4,0.208,1.93,1.98,-1.412649,13.586138,5.8,Alluvium_Unconsolidated,0,Gabon
334.24,7.03,0.472,34.78,1122.3,0.36,1.6,2.22,-1.789786,13.490314,5.53,Alluvium_Unconsolidated,0,Gabon
341.65,2.19,0.5,29.09,959.1,0.352,3.19,1.54,-1.730189,13.770869,5.67,Alluvium_Unconsolidated,0,Gabon
330.31,7.89,0.499,36.74,1209.2,0.349,1.72,2.37,-1.718104,13.306603,3.11,Alluvium_Unconsolidated,0,Gabon
340.06,2.07,0.499,29.06,985.9,0.347,3.16,1.76,-1.714115,13.722401,5.8,Alluvium_Unconsolidated,0,Gabon
331.32,6.03,0.29,32.89,1246.6,0.257,1.69,1.3,-1.529387,13.151953,5.71,Alluvium_Unconsolidated,0,Gabon
346.06,4.51,0.278,30.71,1249.9,0.203,3.07,2.24,-1.306429,13.079274,5.53,Alluvium_Unconsolidated,0,Gabon
333.68,7.93,0.5,36.83,1175.1,0.351,1.6,2.5,-1.725948,13.388245,5.42,Alluvium_Unconsolidated,0,Gabon
345.39,3.94,0.202,30.12,1248.9,0.214,1.89,1.75,-1.431153,13.05516,4.63,Alluvium_Unconsolidated,0,Gabon
334.21,8.0,0.201,37.0,1193.4,0.207,3.14,1.31,-1.404913,13.346979,4.03,Alluvium_Unconsolidated,1,Gabon
